"dtc","modelType","factory","serialStart","serialEnd","ecu","compFull","standard","event","symptom","condition","preDtc","causes","actions","mode"
"B105112","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","정지등 우측","ISO 14229 / SAE J1939","회로의 전원 단락","B105112 정지등 우측 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C100F17","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","그리드 출력","ISO 14229 / SAE J1939","회로 전압 임계값 초과","C100F17 그리드 출력 회로 전압 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P110800","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","안전 컨트롤러 알 수 없는 결함","ISO 14229 / SAE J1939","추가 정보 없음","P110800 안전 컨트롤러 알 수 없는 결함 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P11214A","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","TECU Control Unit","ISO 14229 / SAE J1939","잘못된 구성부품 장착","P11214A TECU Control Unit 잘못된 구성부품 장착","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P112B00","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","Automatic Brake System, Rear","ISO 14229 / SAE J1939","추가 정보 없음","P112B00 Automatic Brake System, Rear 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P0C3898","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","Hybrid Powertrain Control Unit","DC/DC 컨버터 A, 온도 센서","ISO 14229 / SAE J1939","구성부품 또는 시스템 과열","P0C3898 DC/DC 컨버터 A, 온도 센서 구성부품 또는 시스템 과열","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P102192","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","Hybrid Powertrain Control Unit","하이브리드/EV 구동 모터 ""A"", 속도 센서","ISO 14229 / SAE J1939","성능 또는 잘못된 작동","P102192 하이브리드/EV 구동 모터 ""A"", 속도 센서 성능 또는 잘못된 작동","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B112907","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","컴포트 드라이브 컨트롤 시스템 에러","ISO 14229 / SAE J1939","기계장치 오류","B112907 컴포트 드라이브 컨트롤 시스템 에러 기계장치 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B10EC12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","전자 제어식 주행 전진, 비율 밸브","ISO 14229 / SAE J1939","회로의 전원 단락","B10EC12 전자 제어식 주행 전진, 비율 밸브 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B10E411","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","전자 제어식 스태빌라이저 다운, 비율 밸브","ISO 14229 / SAE J1939","회로의 접지 단락","B10E411 전자 제어식 스태빌라이저 다운, 비율 밸브 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B119C18","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","파일럿 압력 이동 솔레노이드 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B119C18 파일럿 압력 이동 솔레노이드 밸브 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B119F19","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","4륜 스티어링 솔레노이드 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B119F19 4륜 스티어링 솔레노이드 밸브 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B101518","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","X3 좌측 솔레노이드 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B101518 X3 좌측 솔레노이드 밸브 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P016E00","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","제한 상태의 폐회로 연료 압력 컨트롤 - 압력 너무 높음","ISO 14229 / SAE J1939","추가 정보 없음","PSID 96-14","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U000187","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","계기 클러스터 그래픽","CAN 통신 간선 2 네트","ISO 14229 / SAE J1939","메시지 누락","U000187 CAN 통신 간선 2 네트 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B10381E","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","유압 오일 온도 센서","ISO 14229 / SAE J1939","범위를 벗어난 회로 저항","B10381E 유압 오일 온도 센서 범위를 벗어난 회로 저항","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P101119","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV 배터리 팩 ""A""","ISO 14229 / SAE J1939","회로 전류 임계값 초과","P101119 하이브리드/EV 배터리 팩 ""A"" 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U101594","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","ECU 연결 상실","ISO 14229 / SAE J1939","오작동","U101594 ECU 연결 상실 오작동","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U107387","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","Lost Communication with DGW on Backbone 2","ISO 14229 / SAE J1939","메시지 누락","U107387 Lost Communication with DGW on Backbone 2 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C104213","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","뒤쪽 진동 드럼, 후진 솔레노이드","ISO 14229 / SAE J1939","회로 단선","C104213 뒤쪽 진동 드럼, 후진 솔레노이드 회로 단선","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P016800","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","엔진 연료 온도 너무 높음","ISO 14229 / SAE J1939","추가 정보 없음","SPN 3468-FMI16","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P06E616","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","센서 전원 공급장치 ""C""","ISO 14229 / SAE J1939","회로 전압 임계값 미만","EF2161-4","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B110D11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","트랙션 분리기, LED 컨트롤 액츄에이터","ISO 14229 / SAE J1939","회로의 접지 단락","B110D11 트랙션 분리기, LED 컨트롤 액츄에이터 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B110C11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","실린더 압력 스위치, 액츄에이터","ISO 14229 / SAE J1939","회로의 접지 단락","B110C11 실린더 압력 스위치, 액츄에이터 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P10B311","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","클러치 2 압력 스위치","ISO 14229 / SAE J1939","회로의 접지 단락","P10B311 클러치 2 압력 스위치 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B110E19","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","높이 조절식 운전실, 올림 솔레노이드","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B110E19 높이 조절식 운전실, 올림 솔레노이드 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B100F55","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","보조 정보창","GPS 모듈","ISO 14229 / SAE J1939","구성되지 않음","B100F55 GPS 모듈 구성되지 않음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U102E87","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","IPM 컨트롤러 서브넷","ISO 14229 / SAE J1939","메시지 누락","U102E87 IPM 컨트롤러 서브넷 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P23AC16","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","NOx 센서 회로 뱅크 1 센서 3","ISO 14229 / SAE J1939","회로 전압 임계값 미만","P23AC16 NOx 센서 회로 뱅크 1 센서 3 회로 전압 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B100911","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","텔레마틱스 게이트웨이","TGW 마이크","ISO 14229 / SAE J1939","회로의 접지 단락","B100911 TGW 마이크 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
